Date,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
2025-10-26,22.5,3.0,16.666666666666664,5.476995939214846,24.0,21.0,3.0,25.483333333333334,22.5,26.01875,22.5,70.8,70.8,29.200000000000003,8.790762546163087,82.35384615384615,70.8,77.21000000000001,70.8
2025-10-27,25.5,1.0,5.555555555555555,5.476995939214846,26.0,25.0,1.0,25.5,24.986904761904764,26.01875,25.5,79.2,79.2,20.799999999999997,8.790762546163087,79.2,72.01190476190476,77.21000000000001,79.2
2025-10-28,26.5,1.0,5.555555555555555,5.476995939214846,27.0,26.0,1.0,26.5,24.986904761904764,26.01875,26.5,80.5,80.5,19.5,8.790762546163087,80.5,72.01190476190476,77.21000000000001,80.5
2025-10-29,26.5,1.0,5.555555555555555,5.476995939214846,27.0,26.0,1.0,25.483333333333334,26.5,26.01875,26.5,60.5,60.5,39.5,8.790762546163087,82.35384615384615,60.5,77.21000000000001,60.5
2025-10-30,26.5,1.0,5.555555555555555,5.476995939214846,27.0,26.0,1.0,25.483333333333334,26.5,26.01875,26.5,60.7,60.7,39.3,8.790762546163087,82.35384615384615,60.7,77.21000000000001,60.7
2025-10-31,24.0,2.0,11.11111111111111,5.476995939214846,25.0,23.0,2.0,25.483333333333334,24.0,26.01875,24.0,63.7,63.7,36.3,8.790762546163087,82.35384615384615,63.7,77.21000000000001,63.7
2025-10-07,24.4,2.400000000000002,13.333333333333345,5.476995939214846,25.6,23.2,2.400000000000002,24.4,24.986904761904764,26.01875,24.4,79.5,79.5,20.5,8.790762546163087,79.5,72.01190476190476,77.21000000000001,79.5
2025-10-08,25.15,2.3000000000000007,12.777777777777782,5.476995939214846,26.3,24.0,2.3000000000000007,25.15,24.986904761904764,26.01875,25.15,82.1,82.1,17.900000000000006,8.790762546163087,82.1,72.01190476190476,77.21000000000001,82.1
2025-10-09,23.3,4.600000000000001,25.555555555555564,5.476995939214846,25.6,21.0,4.600000000000001,25.483333333333334,23.3,26.01875,23.3,74.2,74.2,25.799999999999997,8.790762546163087,82.35384615384615,74.2,77.21000000000001,74.2
2025-10-10,24.25,6.5,36.11111111111111,5.476995939214846,27.5,21.0,6.5,25.483333333333334,24.25,26.01875,24.25,65.8,65.8,34.2,8.790762546163087,82.35384615384615,65.8,77.21000000000001,65.8
2025-10-11,23.75,5.5,30.555555555555557,5.476995939214846,26.5,21.0,5.5,25.483333333333334,23.75,26.01875,23.75,75.1,75.1,24.900000000000006,8.790762546163087,82.35384615384615,75.1,77.21000000000001,75.1
2025-10-12,24.2,4.399999999999999,24.444444444444436,5.476995939214846,26.4,22.0,4.399999999999999,24.2,24.986904761904764,26.01875,24.2,78.6,78.6,21.400000000000006,8.790762546163087,78.6,72.01190476190476,77.21000000000001,78.6
2025-10-13,23.6,3.1999999999999993,17.77777777777777,5.476995939214846,25.2,22.0,3.1999999999999993,23.6,24.986904761904764,26.01875,23.6,80.1,80.1,19.900000000000006,8.790762546163087,80.1,72.01190476190476,77.21000000000001,80.1
2025-10-14,24.65,3.3000000000000007,18.33333333333334,5.476995939214846,26.3,23.0,3.3000000000000007,24.65,24.986904761904764,26.01875,24.65,92.2,92.2,7.799999999999997,8.790762546163087,92.2,72.01190476190476,77.21000000000001,92.2
2025-10-07,23.5,3.0,16.666666666666664,5.476995939214846,25.0,22.0,3.0,23.5,24.986904761904764,26.01875,23.5,86.0,86.0,14.0,8.790762546163087,86.0,72.01190476190476,77.21000000000001,86.0
2025-10-08,24.0,4.0,22.22222222222222,5.476995939214846,26.0,22.0,4.0,24.0,24.986904761904764,26.01875,24.0,83.0,83.0,17.0,8.790762546163087,83.0,72.01190476190476,77.21000000000001,83.0
2025-10-09,24.0,2.0,11.11111111111111,5.476995939214846,25.0,23.0,2.0,24.0,24.986904761904764,26.01875,24.0,81.0,81.0,19.0,8.790762546163087,81.0,72.01190476190476,77.21000000000001,81.0
2025-10-10,25.0,2.0,11.11111111111111,5.476995939214846,26.0,24.0,2.0,25.0,24.986904761904764,26.01875,25.0,86.0,86.0,14.0,8.790762546163087,86.0,72.01190476190476,77.21000000000001,86.0
2025-10-11,23.8,-0.3999999999999986,-2.2222222222222143,5.476995939214846,23.6,24.0,-0.3999999999999986,25.483333333333334,23.8,26.01875,23.8,66.0,66.0,34.0,8.790762546163087,82.35384615384615,66.0,77.21000000000001,66.0
2025-10-12,26.0,6.0,33.33333333333333,5.476995939214846,29.0,23.0,6.0,25.483333333333334,26.0,26.0,24.452439024390245,69.0,69.0,31.0,8.790762546163087,82.35384615384615,69.0,69.0,76.77804878048781
2025-10-13,24.5,3.0,16.666666666666664,5.476995939214846,26.0,23.0,3.0,25.483333333333334,24.5,26.01875,24.5,72.0,72.0,28.0,8.790762546163087,82.35384615384615,72.0,77.21000000000001,72.0
2025-10-14,24.5,1.0,5.555555555555555,5.476995939214846,25.0,24.0,1.0,25.483333333333334,24.5,26.01875,24.5,70.0,70.0,30.0,8.790762546163087,82.35384615384615,70.0,77.21000000000001,70.0
2025-10-15,26.5,5.0,27.77777777777778,5.476995939214846,29.0,24.0,5.0,26.5,24.986904761904764,26.5,24.452439024390245,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,80.0,76.77804878048781
2025-10-16,25.25,6.5,36.11111111111111,5.476995939214846,28.5,22.0,6.5,25.25,24.986904761904764,26.01875,25.25,82.0,82.0,18.0,8.790762546163087,82.0,72.01190476190476,77.21000000000001,82.0
2025-10-07,27.5,13.0,72.22222222222221,5.476995939214846,34.0,21.0,13.0,25.483333333333334,27.5,27.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-08,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,26.5,24.986904761904764,26.5,24.452439024390245,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,80.0,76.77804878048781
2025-10-09,27.0,14.0,77.77777777777779,5.476995939214846,34.0,20.0,14.0,27.0,24.986904761904764,27.0,24.452439024390245,82.0,82.0,18.0,8.790762546163087,82.0,72.01190476190476,82.0,76.77804878048781
2025-10-10,26.0,12.0,66.66666666666666,5.476995939214846,32.0,20.0,12.0,25.483333333333334,26.0,26.0,24.452439024390245,78.0,78.0,22.0,8.790762546163087,82.35384615384615,78.0,78.0,76.77804878048781
2025-10-11,25.0,10.0,55.55555555555556,5.476995939214846,30.0,20.0,10.0,25.483333333333334,25.0,25.0,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-12,23.5,9.0,50.0,5.476995939214846,28.0,19.0,9.0,23.5,24.986904761904764,26.01875,23.5,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,77.21000000000001,80.0
2025-10-13,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,26.5,24.986904761904764,26.5,24.452439024390245,85.0,85.0,15.0,8.790762546163087,85.0,72.01190476190476,85.0,76.77804878048781
2025-10-14,24.5,13.0,72.22222222222221,5.476995939214846,31.0,18.0,13.0,25.483333333333334,24.5,24.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-15,24.0,12.0,66.66666666666666,5.476995939214846,30.0,18.0,12.0,25.483333333333334,24.0,24.0,24.452439024390245,76.0,76.0,24.0,8.790762546163087,82.35384615384615,76.0,76.0,76.77804878048781
2025-10-16,24.0,12.0,66.66666666666666,5.476995939214846,30.0,18.0,12.0,25.483333333333334,24.0,24.0,24.452439024390245,71.0,71.0,29.0,8.790762546163087,82.35384615384615,71.0,71.0,76.77804878048781
2025-10-17,23.0,12.0,66.66666666666666,5.476995939214846,29.0,17.0,12.0,25.483333333333334,23.0,23.0,24.452439024390245,77.0,77.0,23.0,8.790762546163087,82.35384615384615,77.0,77.0,76.77804878048781
2025-10-07,27.5,13.0,72.22222222222221,5.476995939214846,34.0,21.0,13.0,25.483333333333334,27.5,27.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-08,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,26.5,24.986904761904764,26.5,24.452439024390245,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,80.0,76.77804878048781
2025-10-09,27.0,14.0,77.77777777777779,5.476995939214846,34.0,20.0,14.0,27.0,24.986904761904764,27.0,24.452439024390245,82.0,82.0,18.0,8.790762546163087,82.0,72.01190476190476,82.0,76.77804878048781
2025-10-10,26.0,12.0,66.66666666666666,5.476995939214846,32.0,20.0,12.0,25.483333333333334,26.0,26.0,24.452439024390245,78.0,78.0,22.0,8.790762546163087,82.35384615384615,78.0,78.0,76.77804878048781
2025-10-11,25.0,10.0,55.55555555555556,5.476995939214846,30.0,20.0,10.0,25.483333333333334,25.0,25.0,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-12,23.5,9.0,50.0,5.476995939214846,28.0,19.0,9.0,23.5,24.986904761904764,26.01875,23.5,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,77.21000000000001,80.0
2025-10-13,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,26.5,24.986904761904764,26.5,24.452439024390245,85.0,85.0,15.0,8.790762546163087,85.0,72.01190476190476,85.0,76.77804878048781
2025-10-14,24.5,13.0,72.22222222222221,5.476995939214846,31.0,18.0,13.0,25.483333333333334,24.5,24.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-15,24.0,12.0,66.66666666666666,5.476995939214846,30.0,18.0,12.0,25.483333333333334,24.0,24.0,24.452439024390245,76.0,76.0,24.0,8.790762546163087,82.35384615384615,76.0,76.0,76.77804878048781
2025-10-16,24.0,12.0,66.66666666666666,5.476995939214846,30.0,18.0,12.0,25.483333333333334,24.0,24.0,24.452439024390245,71.0,71.0,29.0,8.790762546163087,82.35384615384615,71.0,71.0,76.77804878048781
2025-10-07,27.0,12.0,66.66666666666666,5.476995939214846,33.0,21.0,12.0,25.483333333333334,27.0,27.0,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-08,27.5,13.0,72.22222222222221,5.476995939214846,34.0,21.0,13.0,27.5,24.986904761904764,27.5,24.452439024390245,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,80.0,76.77804878048781
2025-10-09,27.5,15.0,83.33333333333334,5.476995939214846,35.0,20.0,15.0,27.5,24.986904761904764,27.5,24.452439024390245,82.0,82.0,18.0,8.790762546163087,82.0,72.01190476190476,82.0,76.77804878048781
2025-10-10,26.5,13.0,72.22222222222221,5.476995939214846,33.0,20.0,13.0,25.483333333333334,26.5,26.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-11,26.0,12.0,66.66666666666666,5.476995939214846,32.0,20.0,12.0,25.483333333333334,26.0,26.0,24.452439024390245,70.0,70.0,30.0,8.790762546163087,82.35384615384615,70.0,70.0,76.77804878048781
2025-10-07,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,25.483333333333334,26.5,26.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-08,24.5,7.0,38.88888888888889,5.476995939214846,28.0,21.0,7.0,24.5,24.986904761904764,26.01875,24.5,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,77.21000000000001,80.0
2025-10-09,24.0,6.0,33.33333333333333,5.476995939214846,27.0,21.0,6.0,24.0,24.986904761904764,26.01875,24.0,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,77.21000000000001,80.0
2025-10-10,26.0,12.0,66.66666666666666,5.476995939214846,32.0,20.0,12.0,25.483333333333334,26.0,26.0,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-07,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,25.483333333333334,26.5,26.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-08,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,26.5,24.986904761904764,26.5,24.452439024390245,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,80.0,76.77804878048781
2025-10-09,26.0,10.0,55.55555555555556,5.476995939214846,31.0,21.0,10.0,26.0,24.986904761904764,26.0,24.452439024390245,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,80.0,76.77804878048781
2025-10-10,25.5,11.0,61.111111111111114,5.476995939214846,31.0,20.0,11.0,25.483333333333334,25.5,25.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-07,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,25.483333333333334,26.5,26.5,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
2025-10-08,26.5,11.0,61.111111111111114,5.476995939214846,32.0,21.0,11.0,26.5,24.986904761904764,26.5,24.452439024390245,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,80.0,76.77804878048781
2025-10-09,26.0,10.0,55.55555555555556,5.476995939214846,31.0,21.0,10.0,26.0,24.986904761904764,26.0,24.452439024390245,80.0,80.0,20.0,8.790762546163087,80.0,72.01190476190476,80.0,76.77804878048781
2025-10-10,26.0,12.0,66.66666666666666,5.476995939214846,32.0,20.0,12.0,25.483333333333334,26.0,26.0,24.452439024390245,75.0,75.0,25.0,8.790762546163087,82.35384615384615,75.0,75.0,76.77804878048781
